ssn,trans_num,merchant,amt,is_fraud,time
0021-5904415-8,f23af6a215cd4c4d8825e942ee2edb22,Metro Retail Stores Group,760.31,1,2020-11-20 01:15:19
0021-5904415-8,231a51e9ed0e924cb4a510b9c3393e6d,Ever Supermarket,361.96,1,2020-11-20 02:36:55
0021-5904415-8,1b2b9c3f7c72f989d964cfe7f846d176,Mary Kay Philippines,21.77,1,2020-11-20 22:08:19
0021-5904415-8,43f052f00416d9ea2776e5d2fbbef046,Kidzoona,22.36,1,2020-11-20 22:12:31
0022-8665898-8,b541a8a5b47d5bd7b5d3d6172ec80f32,Ever Supermarket,300.79,1,2020-07-02 00:28:39
0022-8665898-8,18bd45c9442672f330dde196a09ffa75,Pick a Roo,814.15,1,2020-07-02 01:12:53
0022-8665898-8,a80c7b66349c50b40132cbeb362adc3a,Total SE,7.95,1,2020-07-02 02:31:50
0022-8665898-8,098fc50eb9b8d54985e871ca82788d7c,Lamudi,884.81,1,2020-07-02 22:36:44
0022-8665898-8,3ed08dbaf71193ffb21487d7dd7a0ea9,Pioneer Center Supermarket,299.24,1,2020-07-03 06:02:27
0022-8665898-8,f7d9a8dac8e5b1f2628fcc8970727cff,Puregold Price Club Inc,314.92,1,2020-07-03 08:55:51
0022-8665898-8,ca59170bc980576661f0474b5c5d53c0,Robinsons,941.91,1,2020-07-03 20:05:16
0022-8665898-8,f91c6a28f218cb1a0dff281354991937,PoundIt,882.09,1,2020-07-03 20:06:00
0022-8665898-8,b42c1b398ae2225bbda4ac9bc71e56ce,Metro Retail Stores Group,768.06,1,2020-07-03 22:38:26
0022-8665898-8,4591d51bba0354251cabf77e7bc32ea2,National Bookstore,763.12,1,2020-07-03 22:49:18
0022-8665898-8,85eb3a889cd719b884819f0f3ec4e9b7,BeautyMNL,767.78,1,2020-07-03 23:22:48
0022-8835802-7,a2f7d16824570bdc8df64a126af1eb15,Landmark Supermarket,302.64,1,2021-08-20 02:50:00
0022-8835802-7,8cfc8e2a04c98043810e8bb7528eb58a,Caltex (Chevron Corporation),9.66,1,2021-08-20 03:38:45
0022-8835802-7,62b13e81b44ad7a30a4d28faa9977b03,National Bookstore,749.62,1,2021-08-20 22:53:23
0022-8835802-7,d3af253d4bcd5ada0c3e5dc29bb585a4,OLX,739.05,1,2021-08-20 23:28:00
0022-8835802-7,3f677c3f440fba139f5bde3d1872d705,Medslane,882.32,1,2021-08-20 23:36:17
0022-8835802-7,41031e498c5798296f07fdd9a8d27f52,Zalora,979.15,1,2021-08-20 23:54:38
0022-8835802-7,2de67caec0d45658988c1e55773272e3,CleanFuel Philippines,6.94,1,2021-08-21 03:24:02
0022-8835802-7,931e2df1a8e39ff9fde9a3bd6da02cc0,Kultura,847.23,1,2021-08-21 21:03:33
0022-8835802-7,efc369cb1e1b779a03dacb53e793c258,Ubuy Co.,930.12,1,2021-08-21 23:12:00
0022-8835802-7,b2236d1847894ae8aac22091bbd13e1e,Toby's Sports,8.89,1,2021-08-21 23:25:24
0024-9218120-8,c34f1474ff024b25bd711d2645c74224,CD-R King,760.01,1,2020-04-27 02:20:45
0024-9218120-8,28e0e90985ae27214519f1be362c0ad1,Metro Retail Stores Group,306.48,1,2020-04-27 02:27:26
0024-9218120-8,39c2f44c49001bc9820e6674ed106e2e,MedStoreRx,779.78,1,2020-04-27 12:52:56
0024-9218120-8,8577d1c03d3a5455dfe4abf38b20ac3c,O Shopping,1109.44,1,2020-04-27 22:21:49
0024-9218120-8,9f338353c0610e0971c4fbaa4c7e7c57,Robinsons,952.0,1,2020-04-27 22:43:07
0024-9218120-8,6176ba60e03fd68e467f1571858500c7,Lazada,1034.83,1,2020-04-27 23:09:16
0024-9218120-8,19e7ed82c5e586d182481dc9224100ce,Robinsons,1134.81,1,2020-04-27 23:13:41
0024-9218120-8,6b80d63f1e59ffbadaf08d00cc7d8b58,Argomall,1184.43,1,2020-04-27 23:24:24
0024-9218120-8,8a9e99a7eeef51db481be648f6b6a72d,Pioneer Center Supermarket,287.41,1,2020-04-28 00:05:26
0024-9218120-8,7a1ddc2606ce2ec0668dc99890f28aa7,Ptt Philippines Corporation,7.45,1,2020-04-28 00:25:00
0024-9218120-8,615c2195641c4224084e2d40c755b5d4,MedStoreRx,767.69,1,2020-04-28 01:39:56
0024-9218120-8,9ab79dcb2d8b742bfd4bd9431bfb9bfe,Medslane,939.13,1,2020-04-28 02:01:03
0024-9218120-8,3ce7fbd6da0f07839b5a92fa4c1718ab,L'Oreal Philippines Inc.,21.49,1,2020-04-28 23:47:57
0024-9218120-8,c384de9f573173738e3f9b98f077f2fd,Suyen Corporation,7.65,1,2020-04-28 23:51:13
0025-9818973-8,bc0ccb674edfb1823b1889d43023fedc,Jollibee Foods Corporation,120.47,1,2020-08-15 02:19:46
0025-9818973-8,404292b57a4e688f1d6f604fde9ad6e2,Rappler Holdings Corporation,481.41,1,2020-08-15 03:19:03
0025-9818973-8,940f083ef1a5665e2e13e49a65bda41a,Octagon,9.95,1,2020-08-15 03:52:38
0025-9818973-8,9bf8cba54d82a38571980e96f05a4736,Inquirer Holdings Corporation,516.55,1,2020-08-15 06:31:22
0025-9818973-8,a5487139ea924d4a8445e844d6f7aabe,Urban Pets,19.5,1,2020-08-15 23:05:02
0025-9818973-8,a0f88b82b317a972375361a71c0d2bfe,Pet Warehouse,22.18,1,2020-08-15 23:23:55
0025-9818973-8,d93e7f994232307d65b1ae9ceaf75486,Robinsons Retail Holdings Inc,848.59,1,2020-08-16 00:09:30
0025-9818973-8,65736331f397c2a8d8904e8f2e329294,Metro Retail Stores Group,906.39,1,2020-08-16 02:32:09
0025-9818973-8,546a3b779c5188dc0c80365351d0a60c,Rustan Group,749.87,1,2020-08-16 03:00:40
0025-9818973-8,8ff804960e76ec7c3203aee67f364d17,Metro Retail Stores Group,622.81,1,2020-08-16 08:45:23
0026-6234071-0,99e74475ea085d0957056019d8ae4626,Pioneer Center Supermarket,323.37,1,2020-06-29 00:15:39
0026-6234071-0,dcb793c869c0bd056c53a4ca8647b606,BeautyMNL,988.6,1,2020-06-29 21:47:25
0026-6234071-0,8368b6666b0780368194480f8f1be54f,RRCG Transport,9.54,1,2020-06-29 22:27:07
0026-6234071-0,13a55931ce04d45139270ed258b660cc,National Bookstore,943.12,1,2020-06-29 22:54:59
0026-6234071-0,4cf6c185b599b651ad6fad9c1984bfc1,"Altisima Energy, Inc.",11.92,1,2020-06-30 00:16:14
0026-6234071-0,c24088c8e39941583d68e1ea6720047b,Ever Supermarket,274.02,1,2020-06-30 00:31:59
0026-6234071-0,ba0f8e03e564813f8835e406045d6ad0,Ever Supermarket,331.49,1,2020-06-30 03:43:47
0026-6234071-0,bca96e0d1adc33171b55fc740ba28b07,Argomall,1079.64,1,2020-06-30 14:35:43
0026-6234071-0,d2d3d5e73fca9886f0a7f08beaf95d80,eBay,1041.45,1,2020-06-30 22:58:35
0029-0549079-9,78ebd0790defcd19e3264de669132825,OLX,883.4,1,2020-01-15 02:00:08
0029-0549079-9,df0b7605c1835d3d94d45f5cf0cd8d4f,Rustans,234.24,1,2020-01-15 23:56:17
0029-0549079-9,8424bdf450d10107d3e0690f4e893716,Ever Supermarket,350.75,1,2020-01-16 01:15:45
0029-0549079-9,8e0f3c28bd83e380589ca6f8405fcfe2,Solar Entertainment,381.16,1,2020-01-16 02:31:54
0029-0549079-9,0afcfede6453a11819d10f7d6bc9a367,Ever Supermarket,357.14,1,2020-01-16 03:21:29
0029-0549079-9,f94b2d416667bc7c8859f4333dc865cb,SilanganFit,19.55,1,2020-01-16 16:15:27
0029-0549079-9,7ea79c00f8379875a5a85437cbfd9961,Urban Ashram Yoga,18.23,1,2020-01-16 23:35:31
0030-5075752-2,f280c10f6e5a6cbeb9a633528feba2b7,Landers,358.92,1,2020-02-18 02:38:38
0030-5075752-2,7ca3a1a9f0011c1ea3e77880b7a87081,Petron Corporation,9.29,1,2020-02-18 03:17:36
0030-5075752-2,4a566994095f1f85589117a65734b6f5,Landers,363.37,1,2020-02-18 03:52:40
0030-5075752-2,ab686dbb64d31e283dd6b70952f26bda,PoundIt,1024.08,1,2020-02-18 06:18:09
0030-5075752-2,e11a8ae221dcc6ce996d123aa6eb55ed,West Elm,249.04,1,2020-02-18 21:37:53
0030-5075752-2,3372c9ae35fa2ecdd4602de8e928c879,Toys R Us Philippines,20.24,1,2020-02-18 22:28:31
0030-5075752-2,7a08096ac008cf8c85cc98c5827eb421,UFC Gym,20.89,1,2020-02-18 23:30:19
0030-5075752-2,60d5f446acf0bde9fa5388c9f8c08e29,Mary Kay Philippines,22.24,1,2020-02-18 23:49:03
0030-5075752-2,9d7fb6698187008c3f1551a979e8450c,L'Oreal Philippines Inc.,17.78,1,2020-02-18 23:52:36
0030-5075752-2,c73eb1becf32d9720c2997c2b2beb6ed,Metro Retail Stores Group,342.25,1,2020-02-19 02:12:24
0030-5075752-2,ad55b501fc6d8c46ac4649ae818339c6,PoundIt,937.05,1,2020-02-19 02:59:08
0030-5075752-2,87a6ab030c2cc9a921cadd50588546d5,Robinsons Retail Holdings Inc,326.0,1,2020-02-19 04:13:36
0030-5075752-2,4d722009ae1db7beffd9f2de415e5010,Toys R Us Philippines,22.87,1,2020-02-19 23:16:52
0030-5075752-2,fde974c4485e47b354bd2f977f2f021c,Mary Kay Philippines,20.55,1,2020-02-19 23:22:56
0030-5075752-2,52c40b37766eb0107894861df602d756,Iams Co,22.18,1,2020-02-19 23:36:59
0032-8904384-4,3be8fb080377bee54391267ee8b2a6d9,Lamudi,642.53,1,2020-03-15 00:03:03
0032-8904384-4,e9fbbeb90517eac36566f6a53fa0ecea,SM Retail Inc,296.59,1,2020-03-15 00:27:12
0032-8904384-4,91599044d5c2bad70e2292574faa062b,SM Retail Inc,306.46,1,2020-03-15 02:00:33
0032-8904384-4,c3fae92636c5040ad1211184e7501c5a,Ace Hardware,946.52,1,2020-03-15 15:56:19
0032-8904384-4,251068dd71fb3a7fbe8e4e2a90a3fa59,National Bookstore,854.61,1,2020-03-15 22:52:59
0032-8904384-4,e61ec7b241b5150f834ae1cd9f81f366,O Shopping,1027.95,1,2020-03-15 23:24:13
0032-8904384-4,de50008561c53cc525c8a64e68e16857,Waltermart Supermarket Inc,308.05,1,2020-03-16 03:41:16
0041-9401764-2,2675a4c415bb1a0182f22f4f36955b7e,Robinsons Retail Holdings Inc,805.52,1,2020-09-19 00:50:14
0041-9401764-2,573c56deac442917066b5e91ff4c3646,Suyen Corporation,7.54,1,2020-09-19 01:28:13
0041-9401764-2,498e09ce2b2687e3e28315ff81293363,Rustan's,1030.8,1,2020-09-19 03:15:40
0041-9401764-2,014ffd28112662bb18ccb61b22710671,Victory Liner,9.46,1,2020-09-19 23:16:43
0041-9401764-2,a00a31777d08ae95d58c60aa0a3cc39a,Mandaue Foam Industries Corp,241.65,1,2020-09-19 23:34:19
0041-9401764-2,06903776c9d61aeb214cc74d0d28ced1,Jollibee Foods Corporation,120.88,1,2020-09-19 23:42:38
0041-9401764-2,6bd3767fb3b9a630e2d93d5245df1431,ZAFUL Philippines,742.37,1,2020-09-20 02:25:48
0041-9401764-2,9c7c9cefab30e78ba0288d9a47dcdc60,Argomall,1147.02,1,2020-09-20 02:26:59
0041-9401764-2,be917815570aa145ff42c1a75bbbe8c0,Caltex (Chevron Corporation),10.41,1,2020-09-20 03:36:53
0041-9401764-2,a9a4067e67e5b24213fa888db780aac8,Argomall,1047.33,1,2020-09-20 04:43:06
0041-9401764-2,2664a8ae3675ea701b9dcbf8a2c45314,Colgate-Palmolive Philippines Inc.,20.0,1,2020-09-20 22:30:04
0041-9401764-2,0f255d64093f8f62565002096fe3f121,Japan Homes,289.0,1,2020-09-20 23:47:11
0042-3104423-5,1c44a19f6fa05a7e194e3fcb2b1c01ee,Centrum Fuel,12.97,1,2021-08-07 01:04:55
0042-3104423-5,b82203049cd1313c4b3584b96416b66f,Unimart,257.05,1,2021-08-07 01:45:23
0042-3104423-5,24efd216a5a9a97f6319ac8915d8e11a,Carlo Pacific,729.77,1,2021-08-07 05:53:19
0042-3104423-5,3765ed5c09fc374c7f63e021e010e0ab,MetroDeal,1145.21,1,2021-08-07 22:47:40
0042-3104423-5,29c4e1749f4beac7580a818a3c9a5ed6,Ace Hardware,831.09,1,2021-08-07 23:20:12
0042-3104423-5,133ec2ff60f51301b54f3c11710f4d46,ZALORA Philippines,729.99,1,2021-08-07 23:45:06
0042-3104423-5,7d16e8bbeb154b2dc736c655426e88f9,Ensogo,905.97,1,2021-08-08 17:27:36
0042-3104423-5,eb435d078003de3404c29b35f0a7d95b,Point-to-Point,10.11,1,2021-08-08 23:23:57
0044-1511038-2,ac4e03b1fb5cb69dfaa3e5d5a0c41c9d,Robinsons Retail Holdings Inc,407.19,1,2021-09-12 00:34:28
0044-1511038-2,8828aeda3381c8cd5251161e066cbdd7,Pick a Roo,790.87,1,2021-09-12 01:42:45
0044-1511038-2,1f8752b4c85aca9659fa8fcd9aeed0a2,Puregold Price Club Inc,350.43,1,2021-09-12 02:10:02
0044-1511038-2,23a94ec7acc85fed2b22e627960c2ea1,Bow & Wow,20.17,1,2021-09-12 19:22:19
0044-1511038-2,d5cf6ad0ce53c24fc4036a607a465a61,Pottery Barn,228.95,1,2021-09-12 20:20:14
0044-1511038-2,630b2491cc640098a49128f470ac8364,Hill's Pet Nutrition Inc.,19.73,1,2021-09-12 22:16:41
0044-1511038-2,b87c708777b7f2dafe0d43e92cbe03b9,Nature Republic,23.43,1,2021-09-12 23:11:32
0044-1511038-2,6ea6a818e7cea09c0f761779f964dac0,SM Retail Inc,359.82,1,2021-09-13 00:14:28
0044-1511038-2,e84c73f88b5167aa1e0281069fd4f800,Power Mac Center,7.78,1,2021-09-13 02:34:35
0045-5815734-5,bd2627e7c41209263b94b44e453761f1,SM Retail Inc,260.56,1,2021-02-13 02:45:41
0045-5815734-5,88c386043847d7fea9aea1b01136bd49,Puregold Price Club Inc,305.41,1,2021-02-13 02:51:55
0045-5815734-5,320fe0ae04656938fa9ffe39266d73f3,Robinsons Retail Holdings Inc,305.39,1,2021-02-13 03:14:45
0045-5815734-5,6a8fc914658680892a82735f128b4292,CleanFuel Philippines,9.01,1,2021-02-13 03:21:19
0045-5815734-5,b642350dcea8067aef3769fbacf32c4f,National Bookstore,758.37,1,2021-02-13 22:51:53
0045-5815734-5,f496f4691756c92ceb2b2326d0f772cc,SM Retail Inc,945.17,1,2021-02-13 23:41:48
0045-5815734-5,48d4ad5b3678caf95355ad8500020772,Zalora,1027.75,1,2021-02-13 23:57:23
0045-5815734-5,855eb6198855a39bbcac739e86f3d1ab,Starmedia Entertainment,462.45,1,2021-02-14 14:01:13
0045-5815734-5,00e3a6d4b4e76db4749ee442c4489f78,Innisfree,23.03,1,2021-02-14 17:33:27
0045-5815734-5,1e2327f9cbf10744db8bc1e044a1f683,Rustan's,1112.21,1,2021-02-14 22:44:05
0045-5815734-5,de67abaee6752c23f695fe8591f082d4,Argomall,956.76,1,2021-02-14 22:46:06
0045-5815734-5,3bc961adfe9d83466a26bbd3f9ec8934,O Shopping,977.91,1,2021-02-14 23:57:43
0047-3696911-4,37793bff818bfb3a8a892ec98c7f0a86,S&R Membership Shopping,318.92,1,2020-05-12 00:52:15
0047-3696911-4,0089379f5442c0e325764d34c98bad7d,True Value,839.12,1,2020-05-12 22:35:42
0047-3696911-4,1695dbc7b8fe5ea8c26c3f67bd2e40e7,Carousell,1031.53,1,2020-05-12 22:42:00
0047-3696911-4,0230af5b2f8bb1ad9194cbd53e3cfc69,BeautyMNL,924.88,1,2020-05-12 23:23:08
0047-3696911-4,7814f2a06ab7f1fe7ec55f3fde3f2411,Shopee,1067.1,1,2020-05-12 23:39:43
0047-3696911-4,acf0f67d2d24633537b1ba2c38e1edc6,SM Store,995.86,1,2020-05-12 23:44:38
0047-3696911-4,ff7284389def1a5fd905af05abff8e35,Robinsons Retail Holdings Inc,313.44,1,2020-05-13 00:31:46
0047-3696911-4,e66050bfc6258c29e1ad5ffad0d674aa,Landmark Supermarket,270.44,1,2020-05-13 03:17:08
0047-3696911-4,08ecc4db7c04c2b806ef4748988594f5,CD-R King,868.21,1,2020-05-13 06:30:20
0047-3696911-4,0e9d5fac2c015c2179947d471b359e56,PoundIt,967.94,1,2020-05-13 22:15:28
0047-3696911-4,cdebe6a0c2e60713dadca4c5ac3c1f30,Argomall,847.92,1,2020-05-13 22:32:18
0047-3696911-4,44139c71dab0c874f29de0c0976578b4,Standard Hospitality Group,128.18,1,2020-05-13 23:28:13
0047-3696911-4,4cde1c823c9e83cc991198751f279671,Rustan Group,655.17,1,2020-05-13 23:59:08
0047-5730397-1,58865027eb7392003c7c7d6c27e748e1,Starbucks Corp,115.42,1,2020-11-05 01:53:54
0047-5730397-1,989d538c7612fb5e9f009037aa5de8ee,Travel Club,7.17,1,2020-11-05 03:45:29
0047-5730397-1,7fc48b3bc3f2a18ab09cb3a0f2181d16,Innisfree,19.63,1,2020-11-05 22:05:00
0047-5730397-1,c966e109802a2322e374f04ab42575ce,Mars Philippines Inc.,19.82,1,2020-11-05 23:27:45
0047-5730397-1,d4888aad7557fe8c5f3555c08232533f,BeautyMNL,933.64,1,2020-11-06 00:27:01
0047-5730397-1,55cb9c0a0247634d478ce992e62a58ea,SM Store,932.79,1,2020-11-06 02:18:02
0047-5730397-1,17efc0d3e4ba77678039044133009c07,Gourdo,302.53,1,2020-11-06 23:16:47
0047-9200295-9,ee093d6ed6d04a50e066cf1a208e7639,KCC Supermarket,304.98,1,2020-05-26 00:07:09
0047-9200295-9,dfaaf72af350b1168e10e672d2643b67,Liquigaz Philippines Corp.,10.92,1,2020-05-26 01:30:44
0047-9200295-9,75e6b56b97cda0763bbca6d8ac13fe56,Pilipinas Shell,9.9,1,2020-05-26 02:05:39
0047-9200295-9,497e97b1bc5d080994002f588caaf90c,Unimart,294.83,1,2020-05-26 03:56:36
0047-9200295-9,b8dbd9e84692c0e85e583b0fa898ce6c,SM Store,1194.53,1,2020-05-26 22:17:10
0047-9200295-9,2ebbf22c4d7a13c2d9bf8cde279ff421,Zalora,1056.79,1,2020-05-26 23:21:00
0047-9200295-9,283eb6123ab7f2ded56b63c4cb49ca0b,Rustan's,961.7,1,2020-05-27 23:35:17
0051-6025749-8,ec76da83dfac053cd07fffb4757f2936,Gaisano Grand Group,776.97,1,2020-08-05 01:11:52
0051-6025749-8,c0871ba60606f84c0c397a100b79630d,Muji,717.19,1,2020-08-05 02:33:03
0051-6025749-8,7f4a07ae5f60cd4152c9330ecb0725cc,Hawk Bags,6.59,1,2020-08-05 03:36:11
0051-6025749-8,01b404fa92d114e3f8032c5e3b5b37e1,Metro Retail Stores Group,783.21,1,2020-08-05 03:39:48
0051-6025749-8,554b5e609fa7d267f0b8258a2ceaa799,Rebel Yoga,20.8,1,2020-08-05 18:24:29
