ssn,trans_num,merchant,amt,is_fraud,time
0125-8280941-8,8d228588d3dac736f1cd244dfb9451e1,Lazada,40.35,0,2021-12-06 23:31:24
0126-2545755-0,454d646745608f38618077e2c6ee8b87,Rebel Yoga,25.42,0,2021-12-06 14:48:19
0133-3256407-1,8dde2b93096dde958608df811a120c36,Kimberly Clarke,50.01,0,2021-12-06 22:32:04
0140-4062852-5,b4e86dfae07e88f45847a84a26f143ea,Power Mac Center,16.71,0,2021-12-06 22:40:53
0146-7602729-9,4193c5fac382b0144278be226368f400,360 Fitness Club,68.62,0,2021-12-06 21:17:53
0151-0098481-5,8c8d98e4bf87bdc51054cdeca967850a,True Value,1146.94,0,2021-12-06 23:37:57
0153-1662892-7,0bbf6bf47a5fb761b46f879ec244d782,Marks and Spencer,3.56,0,2021-12-05 18:55:45
0153-2072893-6,e2a7238c48d13b797793c71866e87627,Lamudi,95.51,0,2021-12-06 04:56:02
0157-4070227-5,acbff5315c0a980122091f8e7b589c53,Timezone,65.02,0,2021-12-06 15:57:39
0162-3289383-6,2517105066a6c745b8325ca76163d416,The Bistro Group,140.71,0,2021-12-05 23:33:31
0164-1716853-9,205e6946b2d09843a061b0283b0d3e70,Kultura,16.74,0,2021-12-06 17:59:33
0164-5433568-7,40516f0c99248af1091d1e357f9b0355,Lazada,4.86,0,2021-12-06 22:01:29
0167-5084295-5,3e3a27f9b0f4e90c5f616c6de70f2ff0,Marks and Spencer,9.75,0,2021-12-06 20:28:20
0168-3589615-6,6b90aa5dcca6c105d9aa4271757f8171,Lazada,64.66,0,2021-12-06 23:04:27
0172-0529700-9,96cd723fe60b454bf114f490f998266b,PetExpress,160.92,0,2021-12-06 20:16:24
0173-2778841-5,4c19917cda85e82807c9627c27e4bfd0,Rustan's,2.14,0,2021-12-06 20:49:48
0174-7519297-1,7f20a925f44be49f5dd2c3bcf6d03427,Comic Alley,2.15,0,2021-12-06 21:06:23
0174-8109774-4,59fc64938f64361a42b98c8fc1910f8d,Gaisano Grand Group,1134.71,0,2021-12-06 23:43:26
0177-1047966-9,04e908be4fb8ef0ba02987beca39d8b8,Gold's Gym,177.76,0,2021-12-06 21:19:50
0184-6185985-5,5269f3ccc048bf35308ecdf4b5efa934,Robinsons,40.15,0,2021-12-05 18:28:04
0185-1655471-0,f7a492d3d8fcd3947e9936b3accf8ecf,GMA Pictures,41.37,0,2021-12-06 22:48:48
0185-7864949-2,f428ebe9c236e9033a7ca6f1f737e583,Robinsons Retail Holdings Inc,116.12,0,2021-12-06 22:19:28
0188-6414116-4,95071c3730a6b87ff9f9e6a56e43409a,West Elm,4.92,0,2021-12-06 23:55:48
0189-1606019-5,cc51383affa1b29d845ff62c6bb899da,West Elm,40.29,0,2021-12-06 20:17:32
0189-2693367-9,2d951803e728fb9496246cbbf427b818,Octagon,138.44,0,2021-12-06 21:21:34
0191-2183545-7,84b5fe47315fafa30c7f49fe83644055,Urban Ashram Yoga,31.26,0,2021-12-06 22:20:57
0192-2879679-1,caad29ee4a2dd246071ca5b320b843c1,Toys R Us Philippines,67.94,0,2021-12-06 23:51:49
0193-1850754-4,fe6653372284360006ed61667bca18e6,Celebrity Fitness,58.39,0,2021-12-06 21:00:13
0193-2397920-2,ce2a985360fa97ff0e57395266da9f7c,Muji,3.74,0,2021-12-06 23:31:25
0195-0891447-7,4b9ffcae4e216e1f87e3a3ecbab05ef4,Play Nation,18.16,0,2021-12-06 19:53:52
0198-5433925-9,e8046b3dbcd83b783ef0a7d087e3b484,MetroDeal,856.54,0,2021-12-06 21:04:10
0202-5991739-8,1e5d02cdf861b10a29be4cd02a06e3b3,Carousell,2.8,0,2021-12-06 21:27:41
0202-9479071-8,ba2c8bea8fc003a4d3049a58d8586292,Kimberly Clarke,18.19,0,2021-12-06 22:59:34
0208-3654241-0,f3f075d6938623e50646b379cc482dee,Tier One Entertainment,65.38,0,2021-12-06 23:40:29
0218-0675290-9,4f88b25123f4ac48eac62d51a6f94d38,Robinsons Retail Holdings Inc,40.12,0,2021-12-06 11:14:52
0218-7917317-5,b369a2b6f7779857da85f9488a1c2019,Gourdos,78.26,0,2021-12-06 18:26:30
0221-1238756-6,ce5da05f7f436bcf4c4d10f4ca85cde7,McDonalds Corp,60.15,0,2021-12-06 21:16:24
0223-3194775-4,c6aeb0dcd7648f4b8de25b5f3236c65e,Avon Cosmetics Inc.,8.01,0,2021-12-06 17:27:03
0224-1881076-9,18511858b15ce4a9f5e9faf1e9c684e4,ABS-CBN Corporation,137.29,0,2021-12-06 16:55:24
0229-4289605-5,fdb3683407a03241ef8c721d12d58437,Robinsons Retail Holdings Inc,61.21,0,2021-12-06 23:33:18
0229-9082118-0,5a78c18fbad38a50aa6d06bd713b8b72,PetExpress,74.0,0,2021-12-06 22:54:16
0236-1786147-5,3780dd864b42f34506815cf9a360bbdb,Rappler Holdings Corporation,153.17,0,2021-12-06 22:21:51
0244-7402747-4,590bef28f7a6ed1e5a42014b705d83b1,Avon Cosmetics Inc.,3.39,0,2021-12-06 18:36:39
0248-8109089-3,a55ba78e6b32c2e377b3d1ed806a62f2,Bow & Wow,31.7,0,2021-12-06 20:42:31
0249-5383277-6,cbeda7a91b65751e0768b24f41ab46db,Power Mac Center,307.45,0,2021-12-06 21:53:55
0251-5302629-7,fcde2d6b02ea47440608c4370d54167f,Metro Retail Stores Group,211.19,0,2021-12-06 06:38:49
0254-2012038-9,6f59396cecbf1cf54193a9252283c2fc,Iams Co,54.16,0,2021-12-06 23:47:49
0254-6054609-1,c526ebed2d11345cfcf7267efa9adf08,Nature Republic,80.76,0,2021-12-06 20:11:24
0258-8199075-7,7efaf61d58231b0ff4e72230183bd8d8,Ensogo,72.25,0,2021-12-06 23:56:09
0261-2320937-1,7b9a8b03591b4a1f8644194324f1910d,Gaisano Grand Group,60.76,0,2021-12-06 21:43:53
0263-0538125-5,89003fb42d4636d18fbde018a7d177a9,Robinsons Retail Holdings Inc,66.54,0,2021-12-06 19:25:44
0263-1433692-8,bde79857a003067c38e59b49b5f5f626,SM Retail Inc,7.9,0,2021-12-06 23:05:30
0269-6768050-6,1cdbf68de8522fb17c97db1858504121,Robinsons Retail Holdings Inc,51.03,0,2021-12-06 18:48:28
0269-8723847-7,24c56af012734f15fe20243a2b4c6e6c,Classpass,26.22,0,2021-12-06 18:44:50
0270-5196884-2,5e781d82a11920f1e5da2c5eaf104d60,UFC Gym,133.87,0,2021-12-06 20:54:14
0270-5354156-7,904e8cefcb733b89eaeb45c0789b23e0,PoundIt,4.36,0,2021-12-06 20:34:30
0271-9806829-8,22dd4bc4b4eb679d689bab06191d7e21,The Moment Group,64.3,0,2021-12-06 22:19:12
0272-7566608-7,b6cd00d84b1a6561be34aadf9068d2e9,Kultura,5.39,0,2021-12-06 21:31:40
0273-9666755-2,d37701d82a6844b31d280ac721e867fc,Kultura,9.1,0,2021-12-04 21:22:01
0276-0956207-3,0d000fe35f9505820d905f797d521585,Lazada,366.43,0,2021-12-06 15:21:20
0276-7042127-9,a28cfb22326f672ce9668e0277e26e1d,Uratex Philippines,46.92,0,2021-12-06 23:03:03
0278-2200451-5,4095991b05372edfdcacc0aa77dfe606,Japan Homes,12.72,0,2021-12-06 14:38:01
0278-6245978-0,c97c617d5b25f058831ba092d06e0e1f,Beiersdorf Philippines Inc.,55.89,0,2021-12-06 20:13:18
0279-9561526-4,ef1a50e9b2611be809a49dde48873e3d,Uratex Philippines,32.16,0,2021-12-06 18:40:36
0280-5163118-8,1a9b7bbdc78fd7cbc6cce42d882c6c45,West Elm,107.48,0,2021-12-06 16:34:51
0282-2300855-1,bf1f77fd5949131b20447bd9365b0a06,Office Warehouse,7.44,0,2021-12-06 20:42:03
0285-2196587-8,49979bd227f3f8a2c8f41631f2157e71,Lazada,5.75,0,2021-12-06 21:41:12
0285-9186520-9,2970e21085df7ee1945b12d5d1967ebb,PoundIt,118.27,0,2021-12-06 20:36:18
0287-7154769-3,319abc70bb6fa1380475f362ffcedbd3,Jollibee Foods Corporation,74.05,0,2021-12-06 17:47:06
0288-7288747-9,ffefc6b32362cfae3cfa0e2a320e656d,Pound for Pound Fitness,31.01,0,2021-12-06 23:51:02
0288-7859488-9,2bbbb929d8caaea7a2c58ed80356146c,Baliwag Transit Inc,6.32,0,2021-12-06 20:09:09
0289-9682233-1,b4abbe7d1293c6c455d405201fcd1c92,Mandaue Foam Industries Corp,191.08,0,2021-12-06 17:02:59
0291-5784025-1,4a2ba86bc3f8ffc8a50e74d5706d3ad9,Liquigaz Philippines Corp.,71.0,0,2021-12-06 08:23:38
0291-8507398-2,e5f7a3fbf99f6d7b3251fff460ad18a9,Mandaue Foam Industries Corp,25.84,0,2021-12-06 23:46:20
0297-6899239-5,afd88dffa24a37fee7e0ee4104ccde47,Limon Farms,35.66,0,2021-12-06 04:28:50
0301-2636163-4,8bd9b3c8533cbb63c7355277b8c70db5,Total SE,60.06,0,2021-12-06 11:02:09
0301-9372080-7,bf79e95356cf74305239195e52b088ca,The Bistro Group,5.66,0,2021-12-06 23:22:57
0305-5648023-3,44cac0c4e4991a6f05b3b8303e3cc297,Iams Co,11.94,0,2021-12-05 21:48:30
0307-4906677-0,80f54241967706c6102728ac39dd8b28,Debenhams,3.11,0,2021-12-06 13:07:54
0310-0306842-7,f4381a12bf45e07ee92fed333c14f368,Suyen Corporation,516.36,0,2021-12-06 19:40:45
0312-5673583-7,137f228744d37fd5ccd30c40fca1c41d,Metro Retail Stores Group,216.14,0,2021-12-06 15:59:24
0314-6224989-7,58dfd2ef2efb71e710e879c639db0c81,Uratex Philippines,69.53,0,2021-12-06 21:17:45
0318-9938028-2,12bbcfcb1e1aa77558955ef0108b1229,Rebel Yoga,215.16,0,2021-12-06 21:39:41
0323-2952983-7,79aab439220aaefffd90608be234e61b,Club Gymnastica,135.91,0,2021-12-06 23:32:06
0325-9944298-9,fb1c12b5dbc32b51d6c4a29ee500c923,Robinsons Retail Holdings Inc,7.45,0,2021-12-06 21:46:48
0327-5116749-5,f7935f589e23a3fe4eba2753446d842f,Uratex Philippines,51.19,0,2021-12-05 18:39:52
0327-6196322-9,2342c8d5c7da2971a8bd28d9ffbe799f,Ptt Philippines Corporation,54.81,0,2021-12-06 03:20:47
0329-7391835-5,2fc6686ee8c377de82f34973f28e6387,Standard Hospitality Group,17.7,0,2021-12-06 21:09:50
0330-4670528-1,6e2f7237073e2f1a103c36ac092d684b,UFC Gym,9.9,0,2021-12-06 23:40:38
0335-5948780-0,6ff942c4a2d21c8a9c21944a7f35adc9,Yves Rocher,74.49,0,2021-12-06 16:58:50
0336-8286299-3,b7fb49ff62a597d176b29e7c98ef4b8f,Power Mac Center,21.1,0,2021-12-06 10:02:15
0338-4118776-9,a839a6c5be0e44d6487e01606d279ee4,Unilever Philippines Inc.,12.29,0,2021-12-06 17:17:15
0340-8395907-9,f24ddfcc48704ce852a4373479ca9fc2,Ikea,162.52,0,2021-12-06 17:07:26
0341-8594683-4,256015460349063b16914d93bb6f0c68,Curves,8.11,0,2021-12-06 14:37:05
0341-8968516-4,0825ecb54b92c4e40e9fb041d1142081,Fitness First,27.94,0,2021-12-06 23:41:33
0342-7507422-4,6c2911ddc609237a53f34d91570d806e,SM Markets,66.01,0,2021-12-06 07:51:15
0346-8103458-0,71879e82995dcd8dd98caec729948177,Kultura,5.6,0,2021-12-06 21:36:17
0354-8458137-0,ad4dbe2a1d496c54e1e14078d663d84c,Bioresearch,32.51,0,2021-12-06 18:30:43
0357-2936387-3,0c076876e797fa22f5fb9d1015228e17,Miniso,5.52,0,2021-12-06 16:16:08
0366-2356821-6,a77313cf0be262e7944a31e40b22cc3d,Puregold Price Club Inc,38.17,0,2021-12-06 04:16:37
0368-2071066-9,7c056f910d5dfbd0312dd81aa808172e,Ubuy Co.,132.63,0,2021-12-05 19:02:13
0371-3619136-9,cc92ec48677a5a99b196263c3200daf8,Tier One Entertainment,16.82,0,2021-12-06 22:06:04
0371-3858985-8,092d182bb5974b29de6ded6223beb752,Cornerstone Entertainment,23.35,0,2021-12-06 21:09:06
0371-9117332-2,03d0df69f94ba96e09bca66fc300d504,Classpass,15.89,0,2021-12-06 22:51:10
0375-5418179-1,7985295050d8d0f2b2c9be5146883b80,O Shopping,2.32,0,2021-12-06 23:45:55
0378-6728139-3,f96e5c7c13e32387b55b540286aad333,Classpass,75.61,0,2021-12-06 16:02:17
0379-4538299-8,12dc3312c3b2e23a446a417154e47165,Classpass,40.56,0,2021-12-06 22:24:59
0380-8314151-0,53d7adfd9219b4054aa1d828f53d1780,L'Oreal Philippines Inc.,49.01,0,2021-12-06 19:49:39
0384-4794223-7,16bec20bedcf2ae0fb4008fc0adf53ac,Metro Retail Stores Group,465.43,0,2021-12-06 23:03:02
0386-0330816-5,7447131b5ad9fb174aaab9be2824c9e0,Gaisano Grand Group,3.53,0,2021-12-06 22:03:10
0389-2209310-8,3778af9fa64380584b8aa37e1f1b2f00,Kultura,7.56,0,2021-12-06 17:46:50
0389-7008231-8,cae19b00950b28ef1f71fd20d9a74b7c,L'Oreal Philippines Inc.,22.18,0,2021-12-06 22:26:56
0394-5682577-2,151ff86e39117f608eaee7b7b5d9b007,Japan Homes,127.08,0,2021-12-06 23:52:33
0394-9240029-8,dd82a2ee34f4b2f1c018b6d1353905b8,Nine Media Corporation,37.04,0,2021-12-05 21:06:52
0397-0452574-3,2e9c1d668de65dc2eccfe885d782d246,Classpass,100.47,0,2021-12-06 19:57:19
0397-9403552-1,e75c890c3ced9bbbcdbffa98b0a16d88,Kimberly Clarke,83.85,0,2021-12-06 15:35:20
0399-9924232-6,17cebded4d2bdac703e795dae0cc0704,PoundIt,2.57,0,2021-12-06 18:04:26
0400-3927337-9,1be0a0b0dcf0e2de042b49a5ce01c46c,Bioresearch,352.61,0,2021-12-06 19:21:06
0408-5284668-9,a03de0287793a2508c3d8d96446b7681,Happy Foods Group,9.93,0,2021-12-06 22:30:09
0410-9601491-8,afa12999e04d06739da7dc0fb6761e80,Gourdo,37.81,0,2021-12-06 22:45:35
0418-0488953-0,a0723ac1cabab0036d28e407dcb7a24b,Lazada,114.94,0,2021-12-06 04:46:14
0418-2708594-0,87845920cd666d397f33046a5aa6cc28,DealGrocer,3.48,0,2021-12-06 23:12:54
0422-9847837-4,dce6ea0aa0bbc8159389b27b20a3a5da,Fully Booked,25.12,0,2021-12-05 17:10:11
0435-9735626-0,0c970e43a86d41a9daeb0eecbb4ee1de,Johnson & Johnson (Philippines) Inc.,70.29,0,2021-12-06 22:03:16
0436-6362082-1,0c1f819e921c968272e27cdde64d8d69,360 Fitness Club,69.69,0,2021-12-06 21:05:26
0440-3776420-4,3c4ea2e3653d4b1dcb24c2b5865a1042,Gold's Gym,80.5,0,2021-12-06 16:16:22
0445-7247591-7,6318b13bedf003d346722205fb782a0d,Tupperware Brands Philippines,14.62,0,2021-12-06 22:26:37
0445-9704138-7,33374afbd05a9919d22b51491dd9c4a1,Daiso,4.06,0,2021-12-06 12:15:24
0448-9079473-5,28831df06a2af0a1dd03ad2cdb630431,Yum! Brands Inc,2.09,0,2021-12-06 23:30:59
0453-0084674-5,0ac3fd258fbacfd1198f3d9932f540a2,Tier One Entertainment,182.66,0,2021-12-06 23:51:37
0453-0526348-1,3bb8bf4cf49f60b6ecfb515aae239527,Debenhams,377.43,0,2021-12-06 19:27:27
0457-4201077-7,428f9043c722a5a41b814e8ca76f8cb8,Solar Entertainment,36.84,0,2021-12-06 23:00:47
0462-5144693-3,caa5f8a9500c3824b5675f4893f34ea1,The Table Group,5.71,0,2021-12-06 18:32:09
0463-1717845-8,63e09282e6430164d84cee569bec3f48,Splash Corp.,1.83,0,2021-12-06 20:24:14
0463-7447930-1,598c19fb70cc01b07c5b6802e7e2291c,eBay,1.18,0,2021-12-06 20:09:07
0469-9303764-0,9339692473a20f53972c04bd63c44c65,Toy Kingdom,71.87,0,2021-12-06 14:52:53
0470-6813942-9,a04d03a540e648b0cb1f554e5dafe120,Hawk Bags,3.42,0,2021-12-06 21:27:20
0474-6384191-8,6291eaf270e017994841e07910642102,Gourdos,6.19,0,2021-12-06 23:28:16
0478-1842502-0,338c99ad9e7a88cb611fb46e5eaf03b9,Starmedia Entertainment,56.02,0,2021-12-06 23:12:15
0483-4807321-7,ad077eeea979ac96ad58005cf8cd69be,Jollibee Foods Corporation,44.67,0,2021-12-06 23:54:17
0483-5863305-1,cba569861eea038c0eac4a2d8995f5f9,Phoenix Petroleum,47.41,0,2021-12-06 03:04:32
0484-2878696-8,98ba707628d028205a64418d5cd2f3b5,Sawasdee Marketing Corp,31.7,0,2021-12-06 20:06:23
0486-3071704-2,2b0058997011886ec8a72738f46613bd,The Bistro Group,1.32,0,2021-12-06 23:26:41
0487-4629088-8,59870c23e297756b7a56a41b88b376ec,Classpass,37.0,0,2021-12-06 22:13:26
0488-1882915-2,03482f9165286f9e5f4fce0a87dfe0f7,Lazada,7.54,0,2021-12-06 23:44:36
0490-1962596-6,b326a303a2802f4da443d25f6ca6e8d6,Chicco Philippines,21.5,0,2021-12-06 18:33:59
0495-0539610-1,e5ad9fad726202a2d21ad0f552406d27,Metro Retail Stores Group,6.75,0,2021-12-06 22:44:51
0495-9824269-2,050fae855ae72a9cc0688daed4f9702d,Yves Rocher,33.28,0,2021-12-06 20:15:41
0497-0945502-8,dc4b593f81ed6cbf4083ab04bdbf62c0,Decathlon,9.93,0,2021-12-05 21:12:21
0498-4025492-5,23026ba177d7ac37e87f1cb3fdba0c35,Debenhams,3.44,0,2021-12-06 23:03:50
0500-6890497-2,d734de847bba5800bfc43a073c440b40,Max's Group Inc,85.78,0,2021-12-06 19:57:24
0501-4203113-5,5bbe0a3f65ed6dd9ef9654d8a8ed5fb5,Metromart,48.72,0,2021-12-06 01:30:26
0503-5878551-2,fbe692799f4e6a86c5ca92f52f757011,Bratpack,198.7,0,2021-12-06 10:40:29
0508-4255483-4,f2662f1c08c46fd6a0a885c67696c6bc,Stage Act Philippines Production Company,63.48,0,2021-12-06 21:02:53
0508-9717473-5,5fcdd1e769f8d938f8fd91ebc54a6129,Johnson & Johnson (Philippines) Inc.,4.72,0,2021-12-06 23:41:22
0509-8983129-5,50a3393b56ccc3fb677e410886611fa9,KCC Supermarket,174.67,0,2021-12-06 09:06:33
0512-0336835-0,a148d3f17cd869140c58f2c62d64abf7,Mary Kay Philippines,30.41,0,2021-12-06 23:03:13
0513-7721647-4,1398c8b0043009e973f48e84f45ae916,Kultura,6.43,0,2021-12-06 12:40:54
0513-9741077-3,5e92aaca2b9f48f724bb491828941517,MedStoreRx,3.14,0,2021-12-06 16:01:34
0518-4993339-4,df79a3e4024f93c1a6bd3ded55eb5bfa,True Value,3.08,0,2021-12-06 14:01:47
0526-3780570-6,98a57ebf4857217ce05c7f3507f386c9,Marks and Spencer,4.71,0,2021-12-05 22:24:01
0527-3392020-1,7c36b110d46216d2ffc82b258dd50cb0,Marks and Spencer,1162.1,0,2021-12-06 21:27:41
0529-7208190-6,8d53a42bd28dfdd2f2ef2c55920086c6,PetExpress,1.59,0,2021-12-06 22:58:40
0529-9475808-2,925aef3008af17b012e9bef68f239bc6,Pet Warehouse,112.79,0,2021-12-05 13:30:38
0532-2525765-6,b101857de18aa461e453827f39e8d6b7,Yum! Brands Inc,37.11,0,2021-12-06 13:32:24
0533-0680496-4,2fead750aec85e6408d7a9bae9f2c968,Unimart,44.87,0,2021-12-06 08:21:18
0536-6309283-2,2f7d2b8b61a80e8e0ea7722aed4f8213,Ace Hardware,25.87,0,2021-12-06 23:42:21
0536-9936592-6,ab3be68aafd4c114e2f73dbd567790c4,Cornerstone Entertainment,23.84,0,2021-12-06 22:31:53
0538-3235394-4,41bac4d4043323ea10ccee35497a7903,Mandaue Foam Industries Corp,55.77,0,2021-12-06 23:05:13
0538-6830678-7,b18552e9b338657fda71e56f2b680a6d,Philippine Airlines,9.95,0,2021-12-06 22:59:44
0539-8615738-2,50f74ef94dbcf8de305484dbcd4a397d,AirAsia,7.67,0,2021-12-06 18:35:19
0540-2560037-6,61070e85a9ebab96ea77d276ae9b0bde,Pacific Paint Philippines Inc,21.81,0,2021-12-06 22:47:44
0543-0232816-8,0bef356cc7e69ff0a8aa649ba697cf1d,Pound for Pound Fitness,125.36,0,2021-12-06 20:22:29
0545-5653212-8,a5ae6bd7afbf025e4a2b27680b60b197,Rustan Group,3.22,0,2021-12-05 23:31:28
0549-3654894-0,e64a88a220732d25a969700a490908ae,Gaisano Grand Group,38.5,0,2021-12-05 20:14:55
0549-4418850-3,a9b802a7e1d35a7c9901a3becf3068e5,Procter & Gamble Philippines Inc.,98.77,0,2021-12-06 23:06:56
0549-5030160-5,24cf64829d101a503876158d51eec190,Argomall,9.8,0,2021-12-06 13:08:58
0550-0474024-1,6a7c6a643f06d0b0e5490dc56f8af241,Zalora,46.88,0,2021-12-06 22:02:40
0552-6861524-2,21abed86066f9f37839f1198b957b89d,Waltermart Supermarket Inc,45.59,0,2021-12-06 08:54:59
0555-2476389-9,3982fdf0c5d8e50468a958cc17f5c4d4,Stage Act Philippines Production Company,1.34,0,2021-12-06 21:32:28
0556-0179426-1,f6b6fec61b1c38b37145e7600a94b455,Inquirer Holdings Corporation,105.96,0,2021-12-06 19:45:19
0556-1487096-1,98edcf89e2e773375268a50e03b424d6,Kultura,7.5,0,2021-12-06 23:13:43
0558-0327813-4,ce5bf960da24705ad330341a3ef67600,Crate and Barrel,61.47,0,2021-12-06 23:30:17
0558-7408592-6,0ed1612ba0878f256f4a7771282c6895,Toy Kingdom,63.54,0,2021-12-06 22:10:19
0559-9293398-4,f3b26975ab6867373f99c72ee4d9cfe0,Star Cinema,249.91,0,2021-12-06 23:10:51
0562-7444697-2,cff6bd8706eb16d73b61b1c868a2b6f5,PoundIt,9.5,0,2021-12-06 21:32:46
