ssn,rate_ave,proxim_ave
1951-6423967-4,1.6424950263007785e-05,0.5343102297607125
3963-1172934-5,2.4310773115998462e-05,0.5320370321212365
8422-3365880-4,2.094131532417588e-05,0.5321668627026893
7340-7934310-8,0.00040500934632986367,0.536791178123653
0462-5144693-3,4.938646616564136e-05,0.5363732406455558
4114-6715712-8,1.162261932663491e-05,0.5423091838870732
7303-1963302-9,1.224920262008283e-05,0.5393986259243572
4148-2427013-9,3.429419747890523e-05,0.5343108003953837
9497-3692675-3,9.482104851307536e-06,0.5359713766445265
3025-6983260-5,1.0098453132157334e-05,0.5385025900993351
3009-1844899-9,1.4886061143945214e-05,0.5361346656810987
0925-0702467-8,0.00014756625388179367,0.5287308144700423
6668-2834347-7,1.035583447353626e-05,0.5342988195842031
4324-5442924-3,9.28485983345152e-06,0.538472101181375
8854-0966595-6,1.5986233329317567e-05,0.5426248744004545
6096-4923449-9,1.4879004917051888e-05,0.5386933695519205
1015-6957951-2,2.0773982242770284e-05,0.5325434267997148
4124-8717095-4,1.1748106534501698e-05,0.5424085510227674
3358-5024612-0,1.5146307048078109e-05,0.5399077802589789
7610-7240818-2,1.069189515313082e-05,0.5347035215013426
2665-6714322-3,1.114775575021172e-05,0.5326538913920098
9504-6222920-6,3.4117059239236494e-05,0.5389742683248738
9060-3135048-1,1.260123388569686e-05,0.5366294298066336
7116-4770395-5,1.9124507291437405e-05,0.5368925876112534
5870-3782563-2,9.25769623337572e-06,0.54086250629366
7083-8828180-4,9.218426651793809e-06,0.5344412174299846
5253-4093053-6,1.2195146666478654e-05,0.5299112128114722
3341-1724778-0,3.840074287749365e-05,0.5412683378615037
9818-1346376-3,1.0133166743703352e-05,0.5406368311379208
0070-9777460-6,1.0866482642966074e-05,0.5303025478799434
3561-0733340-3,1.2067999308826087e-05,0.5359259585629961
4451-0319971-3,9.907503850212222e-06,0.538591844619523
8753-0995008-1,1.326714616607783e-05,0.5381674681738888
4092-7717216-0,1.585286220898933e-05,0.5298811573258017
2317-2510893-7,9.621730506659742e-06,0.5302808360816973
3356-3767876-8,3.874097075573464e-05,0.5320239892042549
4004-2616587-4,1.0599560202433717e-05,0.5383091240035727
9797-1786672-2,9.205481062143609e-06,0.5329017578473425
9518-8561390-5,1.1329665579109284e-05,0.5250205939230425
3121-9857996-4,1.2251313634237323e-05,0.5262191450970212
6702-2852627-6,0.00010128470857370043,0.5374625778666833
6842-8717111-6,1.3567151161444965e-05,0.535776055339846
6439-3728555-2,2.514781993429713e-05,0.5405019398335763
4018-3315525-9,2.30012165015661e-05,0.5376641937341844
0906-3996858-9,1.0667068674606256e-05,0.5367991213564942
2409-9662184-9,1.1562992350602875e-05,0.5358374448715705
9572-7195986-9,9.878530050896442e-06,0.5361010051747935
8402-8128331-9,7.156771738405394e-05,0.5331255127416629
8401-3990813-2,1.155233092037125e-05,0.537163046590774
2358-2979844-2,4.5347726813208696e-05,0.5400378094913165
7929-4704876-1,3.977108403148338e-05,0.5355049010755369
4401-7407896-5,9.880775414925071e-06,0.5344609457090831
9685-6842875-3,1.4070710372274898e-05,0.5372171854899438
6306-2635888-4,1.5838375240555282e-05,0.533544531864896
0261-2320937-1,9.914626620077113e-06,0.5385153593936788
7147-0472943-5,1.056923288304222e-05,0.5283591757265996
9729-3334271-4,1.0087803082422596e-05,0.5346148493341688
1492-7168301-0,1.163669699142932e-05,0.5290306949227814
7822-4961241-6,1.088525063132949e-05,0.5330594440633922
4364-5939062-1,1.4815959377022406e-05,0.5403607301958476
9142-6699779-3,3.026953191420074e-05,0.5367455932374523
7641-9756881-7,1.157672446838812e-05,0.5433912747679466
9790-0377754-9,2.538113924415035e-05,0.5405285754712682
4930-8849339-6,3.547907460586282e-05,0.5333337412681037
3068-8566643-8,1.268500416782857e-05,0.5510445136044281
8595-3845290-3,9.201754062395787e-06,0.5295168479126521
2183-4615455-6,1.0908064749014431e-05,0.5407227726469964
3031-5249737-8,1.3704387099125393e-05,0.5281706869446515
7995-8556333-9,1.1687267254191022e-05,0.536847237381981
2719-3026571-6,3.631054985157972e-05,0.5380584974756354
4941-8226766-3,9.722006436663835e-06,0.537582007456424
9981-0524814-7,9.030866081504482e-06,0.5351727144982503
1453-2934129-5,1.481978250334911e-05,0.5349543309488805
6884-6853392-6,3.113415134414576e-05,0.5374694664557049
0870-1303824-0,1.950596697469712e-05,0.5305151452501797
0287-7154769-3,9.379223705826076e-06,0.5393859040555898
8409-3889832-7,9.972232573656448e-06,0.5428444868358447
4893-4596184-8,1.0312902095815116e-05,0.5393368396694093
4321-1420145-4,1.2818749353244288e-05,0.538277621159518
1092-0453785-3,1.785781872180117e-05,0.5307079388216667
7064-5147985-7,1.0855097719907068e-05,0.539542376696879
5836-0376030-1,1.3805903191344009e-05,0.5396723957640542
4644-1406560-4,1.1560576311393123e-05,0.5336373580422127
8824-1801306-7,3.803123176004327e-05,0.5565776289799038
4516-0911858-6,1.0765917945127683e-05,0.5461267728595365
3858-7732506-0,2.3246280230662616e-05,0.5325534211029311
0375-5418179-1,1.0140010758971087e-05,0.5379112692097806
5648-8841835-3,1.5209787043337234e-05,0.5409972057641038
9951-3360736-4,1.2388237236297802e-05,0.5359346855728392
8758-9758870-5,9.463090153146364e-06,0.5335852397605485
4407-9897872-3,1.4347336894006022e-05,0.5361425945520685
6024-4395975-3,1.2437924577403894e-05,0.5341627871633384
9049-1588710-2,1.1544206816680782e-05,0.5343282996875774
1006-5111562-7,1.368090660543197e-05,0.5333319188652371
9623-3625555-5,1.622805911569372e-05,0.5231386700353022
2804-5565245-8,1.5918528888725647e-05,0.5298882613299416
1941-4837052-3,1.233445813930264e-05,0.5303952156845422
2897-5057766-6,1.5407493190567497e-05,0.5255073192187016
2485-1200044-0,1.0104933572456718e-05,0.5416253979817941
8580-1946455-0,1.3394290278688088e-05,0.5397163847875841
6647-0573406-5,2.3928002101786456e-05,0.5323202647796472
7504-9900542-6,2.030257302038871e-05,0.5389362074361895
2472-5434176-0,1.687233775686504e-05,0.5400963415669596
0824-3084211-3,2.7080367833533223e-05,0.5406262541131763
6474-6209476-4,1.0977341075186418e-05,0.5326143225813341
3683-8245659-4,2.0554030407045212e-05,0.5310820316413478
5886-7654450-8,1.4261335888812282e-05,0.5334883930186718
6651-2025623-0,1.1394694850347057e-05,0.5363332517683354
2198-3511044-5,2.383556803527314e-05,0.5330970135031482
3458-7652717-1,1.3100854282890054e-05,0.5376344801115313
7942-9017943-5,1.0957580309651691e-05,0.5371568970111344
7428-8307522-3,1.7269601725352816e-05,0.5328771650278484
1585-6041221-5,2.1556666775212983e-05,0.5379112278952061
5130-0867563-9,1.928808822979662e-05,0.5330407465216344
4388-2815650-1,1.310937513837674e-05,0.5408980075809333
5467-0761386-9,9.862338679657996e-06,0.5340679698118532
9980-0299946-6,8.6906828006567e-06,0.5333459658767603
0696-1579659-3,2.823617125410336e-05,0.5385769545769581
9961-5998577-7,1.0406739712448966e-05,0.5373340990057796
7393-9745365-5,1.1823667474851932e-05,0.5381608598592653
3832-7991707-5,0.00023457346170681023,0.5346810160995927
8365-8795427-5,8.861416331627278e-06,0.5305440334470214
5892-6232802-5,1.5426136170570568e-05,0.5309857606753068
3633-2200058-1,1.0311133733702963e-05,0.5308021403248397
9371-1415353-3,1.739184601244407e-05,0.5351808369707689
1118-9200352-8,9.51353336544022e-06,0.5379776385345612
6325-2589347-7,3.33761553146808e-05,0.5228425172716433
4431-1232184-9,1.6235933154571697e-05,0.5354914804187202
8115-8421460-2,0.0001696048419715322,0.5301890515335952
7624-3975320-2,9.28773285992202e-06,0.5364991905087202
1214-1362110-2,1.6250420869762962e-05,0.5407119037640862
8398-3605186-6,1.1762965448517856e-05,0.5309311670397009
5024-2127141-8,1.1330623711543176e-05,0.5390098753665747
1387-3683689-6,1.2759108583565766e-05,0.5385666314551024
9543-3170005-8,9.894949008128131e-06,0.5330872835038638
0908-3076207-4,9.557266492092537e-06,0.5341171838734112
3147-0104386-5,1.0402198949337156e-05,0.5357723972262407
7823-7996104-6,2.850629038470189e-05,0.5331922372991458
9883-2067518-6,7.417756788938027e-05,0.5331447141890355
9815-5615363-7,1.791339135854775e-05,0.5331257604902991
9081-3115641-4,5.323662465272349e-05,0.5329200158880446
9786-6899638-4,1.0190521964411011e-05,0.5347431812351234
5035-9687131-3,9.47123688437396e-06,0.5357332367478883
5177-8712834-1,1.072197782768024e-05,0.5327688995905433
2472-6844860-4,1.4777286324427615e-05,0.545091023347749
8576-4621307-9,2.1123074766915784e-05,0.5486635699211105
6534-3737466-4,1.2827331513608788e-05,0.5360927922700224
8205-9954348-5,2.3759043802869644e-05,0.5300408045758669
9634-8513006-6,1.0239784352838883e-05,0.5223661312492651
5314-7122547-4,1.0632521555203005e-05,0.530258946529622
0632-7287454-8,9.480212933355509e-06,0.5397584742375293
9994-6235194-5,2.4221986994986328e-05,0.5352130281146348
1184-0303414-7,1.1969106959360384e-05,0.5277554814175761
4943-9336644-1,2.101643986939732e-05,0.5381665406724383
6112-1266364-2,1.531238713260271e-05,0.5446711187131837
4428-3393450-1,3.1083723387557165e-05,0.5261418903079077
3389-9629218-2,3.1088973276630484e-05,0.5339726376013023
0527-3392020-1,9.918517406542526e-06,0.5326759253724493
0488-1882915-2,1.0426687638902148e-05,0.5379921003361494
7851-8258454-0,1.906339521679305e-05,0.5335442557354362
4413-1789351-4,9.926788456695074e-06,0.533142766935505
7399-5869896-0,9.902452764827904e-06,0.5358309293511283
7836-2012024-1,1.1701150696381194e-05,0.5315626388580867
9286-6204994-6,1.1792430914512513e-05,0.5416623884947158
4657-6599992-3,1.0128398331148483e-05,0.5369528879413783
8643-2158724-0,1.6729189994174055e-05,0.5168799186344076
9392-6878052-4,1.1403414796369975e-05,0.5387154149553552
0571-6577737-3,2.509619816779967e-05,0.5462150627142421
4172-8314140-6,1.0034112483573312e-05,0.5349535115100563
0724-4027219-7,9.759586335226302e-06,0.5335826137359143
5572-2906069-6,1.0028829250017913e-05,0.5438253282449134
9896-1165164-6,1.9206497424142775e-05,0.5370438527117422
7756-7927816-0,0.0001609060803661567,0.5449772927728226
0024-9218120-8,2.948572825990065e-05,0.5358904528398075
5016-5551433-3,9.161268873249802e-06,0.5339822092263977
6371-4858991-8,2.331519925682397e-05,0.5310498548774245
9033-7605987-3,1.6641311365598163e-05,0.5435223409506403
5212-4266275-3,1.097116840855234e-05,0.53165645608068
3905-8245913-8,9.964835859353642e-06,0.5318168332564072
1641-8644884-0,1.3910146649703014e-05,0.5403987805333126
5001-2452957-7,1.0201291931333834e-05,0.5328705180725624
7599-9782696-7,1.858921212189063e-05,0.5424018732348426
2413-5839351-8,1.0802966544971296e-05,0.5380089780668701
1690-5631350-5,1.304624172535972e-05,0.5386499617853622
3514-8954208-2,1.3249961847317291e-05,0.5360083275037738
2187-9644094-3,1.1845074864017925e-05,0.5395143792877078
7740-2640238-5,4.360955362269129e-05,0.5256519354946696
4324-9673527-7,1.0484224921033658e-05,0.5309917935279809
6345-9633626-4,1.0066886647825049e-05,0.534916239200061
2764-2926590-0,1.216578569357117e-05,0.5420423299391381
3426-4449582-0,6.045103503748905e-05,0.5409805353128182
7084-3378261-8,1.3458678132091964e-05,0.5369744235264573
8023-4309697-6,2.538879330527377e-05,0.5355324413470132
2449-7601361-1,2.2206416575903696e-05,0.5301269759210502
5461-9207490-3,1.133917904078158e-05,0.5375319890306854
1095-0148332-5,1.7384986910698815e-05,0.5364260109220087
0229-4289605-5,1.0171680348498125e-05,0.5307194761870948
2484-8922450-4,2.1565730148715263e-05,0.531231152812578
3356-9023975-2,1.249299228955582e-05,0.5338237348456987
2062-5816230-8,2.3185697311332895e-05,0.5302518852606557
7679-8983973-0,1.1721130905564803e-05,0.5372785837122513
4099-6390549-8,1.6812092123763693e-05,0.5256639589601287
5770-9398877-2,1.145427560734888e-05,0.5313912308726312
5839-2279504-0,2.3703813056096096e-05,0.5415735838083745
2230-6458255-3,1.5158480487971406e-05,0.5245710652199483
1906-4080589-0,1.0952567715956027e-05,0.5349349179343885
2022-2315803-2,1.032728201288586e-05,0.5343541637161723
9386-5343162-0,1.2084305871589456e-05,0.5396905386734288
9213-6556292-2,1.207768950969996e-05,0.5450087823939944
3394-7597483-2,9.810758540857663e-06,0.5375633640196235
1340-0346740-1,1.0135285508665348e-05,0.5246195975522283
6727-5478863-1,1.1293852916277968e-05,0.5347843717726828
8582-7196804-9,1.3596415429276852e-05,0.53389014397582
6197-2411111-8,9.17762815630317e-06,0.5353596523664566
2242-3914507-7,0.0001836456519288258,0.5337320728843037
3635-8101871-7,9.959537058507267e-06,0.539439846355588
3806-7970309-4,1.1061213949324162e-05,0.5364414547320184
3784-3474846-7,3.323753277395047e-05,0.5383069658110666
1435-3827227-7,9.81162581412162e-06,0.5342333112791712
1199-1555551-4,1.00996599434425e-05,0.52972563189869
5703-6215693-4,3.031799725275507e-05,0.5386015260604265
0893-9830482-6,1.248936309868647e-05,0.5306800242242302
2838-9025027-7,1.102602263028398e-05,0.5311803871508367
9851-9874517-7,1.0833423976448792e-05,0.5373475109659887
1302-3773318-3,2.702252693098947e-05,0.5196676883381517
8239-1503707-4,1.6535049115055878e-05,0.5301622449969605
3627-1833250-4,1.0899341625981053e-05,0.5385363689336451
6072-1915892-3,3.840941861924955e-05,0.542709422423691
2413-0150740-1,1.0116317854420884e-05,0.5327274126357927
5927-8684005-3,1.6429377758503624e-05,0.5290369629569458
6004-9460883-0,1.591523484710194e-05,0.5307895534224871
8527-5611356-5,1.3110869106608495e-05,0.5359372210534848
3294-7396923-4,2.1031183389369963e-05,0.5384216364806104
3553-7335547-4,3.2368049608049635e-05,0.5285381033707248
0592-8571559-0,1.551704010664623e-05,0.5353610720614916
0981-0617544-0,9.63596857293508e-06,0.5338606960048408
2961-5417930-7,1.5577062115236687e-05,0.5335220637880239
4930-7985668-6,2.8905845187695823e-05,0.5398759562611158
2186-3790773-4,1.5637310141267634e-05,0.5292058267032512
9938-6162568-8,1.8373365161642435e-05,0.5362967930717987
9139-7872249-0,1.7348986877925636e-05,0.5388468957711623
6945-3178298-7,9.354345432695693e-06,0.5300125333870823
7703-8766130-3,1.454441812455e-05,0.5395996341854638
1323-9654824-9,1.9416087306875117e-05,0.5377652611838357
1224-1450081-1,3.761582691755872e-05,0.5410236087085418
2650-7343101-8,1.4567325658957876e-05,0.5353372009020546
3506-1652408-9,1.0435502042868108e-05,0.5436110318795434
4116-2212450-5,1.111211216981604e-05,0.5312774971952684
8009-7239958-2,3.1438363386786664e-05,0.522059174063707
4154-1633255-4,1.1138766644158888e-05,0.5319343274324324
9781-2649367-0,1.597227327587797e-05,0.539441875900104
3816-0089716-0,1.3368530451262005e-05,0.529636456253867
7229-7123677-2,1.847311968565052e-05,0.5452527714741239
7436-7774214-5,9.883106986156764e-06,0.5429315610563975
6944-6602943-0,1.0237982143108458e-05,0.5428606045036191
5437-8457537-8,2.917456217916892e-05,0.530979297518012
7247-0163708-0,1.5526606442955173e-05,0.5401410664014616
4086-2542587-2,2.0329566692854123e-05,0.533079529802705
6526-7885814-7,1.1808664224129254e-05,0.5440643017653736
0188-6414116-4,1.145150483065388e-05,0.5344142788547616
1487-9352699-9,1.5535711105348243e-05,0.5367801600931237
3009-3110567-8,1.2599462300983073e-05,0.5359004260308381
5687-9792830-6,2.660673063530609e-05,0.5412442222098628
6884-6143868-6,1.2086970395600129e-05,0.5302835121513638
2372-0699800-4,9.301043328758953e-06,0.5390831954940246
3625-1813201-5,1.1611998891669593e-05,0.542563906602078
4523-1239098-1,2.345856035349506e-05,0.5410028524724737
8660-3585975-8,9.274195228441536e-05,0.5352701941219077
3568-1385695-7,9.113147021335945e-06,0.5337447430885044
3688-1761807-7,1.065863005856221e-05,0.5307159437198592
4537-7129742-4,1.3998218059611592e-05,0.5401030988396517
9959-2224467-9,1.6632221044255144e-05,0.5388269559647629
1818-0720905-5,1.1040110910537184e-05,0.5297198600266804
5552-6283388-9,9.19981670965093e-06,0.5348603368635502
5827-6875945-5,2.1958603370876183e-05,0.5385245876123683
0703-1096368-1,1.631492599357558e-05,0.5361368564146396
6602-8163826-4,2.2166322621433143e-05,0.5444758011225046
8332-7172625-9,3.144591836790697e-05,0.5343936974231709
3105-0076258-4,1.0305742548844776e-05,0.5316764786009149
7812-8188218-9,0.0002009538757979808,0.5339678473487744
8478-5435373-4,1.3174658259035977e-05,0.5370402373072864
4384-9551797-6,1.0738170587664055e-05,0.531000401463364
9887-1139487-7,1.1261545831232398e-05,0.533749534778179
7403-9785833-6,1.2163520786648086e-05,0.5414517226346343
3820-1340979-6,2.77495459738912e-05,0.5282966863506005
0323-2952983-7,1.1374292574325218e-05,0.5449553964162542
1122-2696097-0,2.3639207753743237e-05,0.5487830919209069
1876-4857905-9,1.0751469124390612e-05,0.54033369063711
1908-6071470-9,4.527287137309691e-05,0.5314007061117991
4371-2024146-8,9.370377132526042e-05,0.5447613972479253
6750-7890911-6,1.1294226351976885e-05,0.5311985031956413
9079-2153002-0,1.1895542531041783e-05,0.534655997559659
3253-9652772-9,1.0591273794009516e-05,0.5372565352215506
1280-7235900-8,1.5959314837010057e-05,0.5249326491528813
7941-9807917-2,1.0206712107409591e-05,0.5365191650470644
3529-0626776-1,9.898103104171325e-06,0.5348768692342328
8348-3421671-2,3.089932508919973e-05,0.5408780111347373
4099-4851137-6,9.190153067681712e-06,0.5361638360806572
4218-9227567-5,3.991436554286503e-05,0.5416769029350725
9861-0832661-1,1.051245198427232e-05,0.5356332341390145
9465-4445181-3,1.8647276751106423e-05,0.5292023903952261
5774-8883844-1,1.667200375765225e-05,0.5352848418304483
1312-5071658-0,2.9585021852608643e-05,0.5345072228853304
7594-2373553-2,1.0045741520894342e-05,0.5351398471307943
5438-2787136-5,1.810924163395056e-05,0.53833550388083
2029-5649715-1,1.2310343671294284e-05,0.5361629429582243
5276-6197528-8,1.1212920696438037e-05,0.5299218871073584
7175-6672783-7,1.5741023241962073e-05,0.5291637858218012
7910-8275478-4,1.150398943559674e-05,0.53044288849854
7050-5937941-8,9.106826317142502e-06,0.5330835812775961
1126-2531209-6,1.931627473432285e-05,0.527753909584815
4059-0562708-9,1.141065465986364e-05,0.537109527866915
6270-6831410-8,1.2696506374423351e-05,0.5337595458856566
2699-4319594-8,1.4816962208458198e-05,0.5366026321214717
2257-4438414-6,1.0014873143091958e-05,0.5323283233395363
2432-5838501-3,9.42349285040282e-06,0.5370647786678723
1093-6215293-1,7.02715188957913e-05,0.5379344805822621
1853-3692673-6,2.1564086430294307e-05,0.5436547940010468
1474-6099547-7,2.8851880202034325e-05,0.5377360141121033
8673-7882765-2,9.078609424480806e-06,0.5345342291642551
9052-1169747-9,1.5340641268238193e-05,0.5398793788016679
3458-2300037-4,1.947116164505487e-05,0.5345714968494522
9679-4834236-9,3.271805620169214e-05,0.5300755527264039
3906-4109736-7,1.3618468946060072e-05,0.5436792461970197
0366-2356821-6,3.105151917961656e-05,0.5397751307034662
0397-0452574-3,1.1563640235094569e-05,0.5407736228400866
3464-8332418-9,1.3179372605473531e-05,0.5288318032227767
1000-5791712-7,4.346701724361776e-05,0.53210876947555
7484-4429323-1,1.563172131361408e-05,0.5269540823474
1103-5993978-1,1.1508189700763816e-05,0.5436818139308046
7884-3440891-3,3.108377665081152e-05,0.5443194492685998
2133-4664227-4,3.09968670150515e-05,0.5369751505060146
5877-4991326-7,1.4667848777031603e-05,0.5361171665898399
2533-3225458-4,1.518869411197636e-05,0.5390509874164546
0920-8198072-2,1.0637762048450736e-05,0.5381843888258517
3113-3184241-4,1.2492938233616213e-05,0.5357291045562471
6566-4387383-8,9.441471857037157e-06,0.5306783532448072
5831-7640857-4,2.2482524124340936e-05,0.5362137687314505
4790-7552825-7,1.4643896553449172e-05,0.5365879109096336
1628-4634714-0,1.1771865861650052e-05,0.5361091003526889
3144-3176998-0,1.3337195651276016e-05,0.5221011348826455
5245-5537577-1,1.1947366474168546e-05,0.5357358406585954
3110-9977246-4,1.1937357284143896e-05,0.5224668224909544
3080-9509653-8,1.4687060157714392e-05,0.5280040859650748
2719-3246172-5,1.6538832552523944e-05,0.5344900727122821
4258-5363770-5,1.3033553655438756e-05,0.5455922191931163
0576-2275989-7,1.1609040980244168e-05,0.5389737838883355
6880-8075410-1,2.1332791248512472e-05,0.5246970620310192
7246-5900418-0,1.0958413577476096e-05,0.5276224591676724
8438-0980818-4,1.1597003090277716e-05,0.5360404571765989
1887-4355036-6,1.0393931816502948e-05,0.5314765832088986
9243-2780046-7,9.728148103548731e-06,0.5340412841624654
1253-8495474-9,2.240965046040913e-05,0.5259441484406996
5607-4867466-8,2.3407223981842078e-05,0.538530411836684
2572-2288352-7,2.8807444080961146e-05,0.5400965986100505
3507-4874339-3,1.239329463929925e-05,0.5406511728871541
2415-1536721-9,1.1648961232152232e-05,0.5446159571649976
6370-6748139-6,1.0417939699583169e-05,0.5264557099054276
1340-5497234-8,1.5685588541198635e-05,0.535583900707369
7760-4221348-1,1.1233199412317758e-05,0.5434637588373773
7762-9750328-4,1.0675325892651468e-05,0.5381030420874714
8329-5099363-8,1.2514974171965668e-05,0.5428465272111663
8717-4538478-2,2.8193402316742132e-05,0.5371097371212982
0698-4416749-7,1.0019006971936298e-05,0.5339087511861668
2990-0546449-5,1.8316270795709795e-05,0.5370155011604449
4592-7214451-8,5.577640572721937e-05,0.548242510071289
6800-8826145-0,9.31280900316879e-06,0.5316267329187208
5739-4102700-4,9.810243169283437e-06,0.5377415153887954
5519-3672919-1,1.877040652109096e-05,0.5355043053203817
2218-5097941-8,1.1651461890858122e-05,0.5392150420557703
1930-2698797-3,9.104175464001005e-06,0.5323671297681869
0993-3918938-5,1.2434625839845073e-05,0.541663144199875
1793-0106980-6,1.1361941356397164e-05,0.5322823056400356
6400-3686844-6,4.195553947053965e-05,0.5300514689961843
5548-1663705-8,1.9725153639520223e-05,0.5281883605946236
3925-7124723-4,1.9357352732134457e-05,0.5380247766245514
3054-4396997-8,2.8433910020523466e-05,0.5290513038336555
9990-4479179-5,9.261818817317513e-06,0.5363706385074777
6559-6749915-6,2.400511367335304e-05,0.5326200166099226
4184-9936888-7,1.1547923239105303e-05,0.5363464591661072
8051-3643861-7,1.1423270877695509e-05,0.545709450417088
9961-9826418-3,1.4682981084794078e-05,0.547038549689684
3127-2346834-8,1.5493945319389084e-05,0.5390744204213797
4634-1839199-4,1.539583079894349e-05,0.5371511503803365
8100-0587163-7,9.844124006081026e-06,0.5321538398246809
8062-4802758-4,1.8481820173984705e-05,0.5291552696146783
4023-7752395-2,1.4238422709489489e-05,0.5385642177226824
3429-6541339-4,2.98423842548208e-05,0.5365933248329696
8205-0112368-8,1.1816973688465096e-05,0.5352985393413641
7014-1288922-6,1.3575936195057434e-05,0.5330146439144696
0189-1606019-5,1.442475934285563e-05,0.536169089122274
9101-2642117-8,1.007323926525641e-05,0.5329302223892322
4198-4823324-3,1.2201121578795051e-05,0.5377726509655251
1021-0879103-0,1.0143330084602114e-05,0.5336844414088882
4904-7070213-9,1.080846682253101e-05,0.5409279807513906
4487-2505969-3,1.1990967310644464e-05,0.5391218556056442
2103-7201579-4,9.117898542726062e-06,0.5351221910710174
9516-4451077-0,1.2175830766269846e-05,0.5379047901212821
0549-4418850-3,9.740310889810394e-06,0.5369997176750926
3239-4184538-0,1.0579474214361706e-05,0.5391346340265812
9203-5252567-9,9.802545316483543e-06,0.5322753145562942
9303-4272436-0,2.9355251897430485e-05,0.5343596751608588
1346-1368510-2,2.0350684051904405e-05,0.5397814375919128
3564-3579105-7,1.3236255031172284e-05,0.5348240650313482
4677-5665692-4,9.832624282589372e-06,0.5333629606938929
3323-1779715-3,1.60729346623364e-05,0.5368052210700838
